timestep,speed,
90.3,28.968192,2.8968192
90.4,29.0576,2.90576
90.5,29.147008,2.9147008
90.6,29.236416,2.9236416
90.7,29.325824,2.9325824
90.8,29.415232,2.9415232
90.9,29.50464,2.950464
91,29.594048,2.9594048
91.1,29.6655744,2.96655744
91.2,29.7371008,2.97371008
91.3,29.8086272,2.98086272
91.4,29.8801536,2.98801536
91.5,29.95168,2.995168
91.6,30.0232064,3.00232064
91.7,30.0947328,3.00947328
91.8,30.1662592,3.01662592
91.9,30.2377856,3.02377856
92,30.309312,3.0309312
92.1,30.3808384,3.03808384
92.2,30.4523648,3.04523648
92.3,30.5238912,3.05238912
92.4,30.5954176,3.05954176
92.5,30.666944,3.0666944
92.6,30.7384704,3.07384704
92.7,30.8099968,3.08099968
92.8,30.8815232,3.08815232
92.9,30.9530496,3.09530496
93,31.024576,3.1024576
93.1,31.06928,3.106928
93.2,31.113984,3.1113984
93.3,31.158688,3.1158688
93.4,31.203392,3.1203392
93.5,31.248096,3.1248096
93.6,31.2928,3.12928
93.7,31.337504,3.1337504
93.8,31.382208,3.1382208
93.9,31.426912,3.1426912
94,31.471616,3.1471616
94.1,31.4805568,3.14805568
94.2,31.4894976,3.14894976
94.3,31.4984384,3.14984384
94.4,31.5073792,3.15073792
94.5,31.51632,3.151632
94.6,31.5252608,3.15252608
94.7,31.5342016,3.15342016
94.8,31.5431424,3.15431424
94.9,31.5520832,3.15520832
95,31.561024,3.1561024
95.1,31.5654944,3.15654944
95.2,31.5699648,3.15699648
95.3,31.5744352,3.15744352
95.4,31.5789056,3.15789056
95.5,31.583376,3.1583376
95.6,31.5878464,3.15878464
95.7,31.5923168,3.15923168
95.8,31.5967872,3.15967872
95.9,31.6012576,3.16012576
96,31.605728,3.1605728
96.1,31.5878464,3.15878464
96.2,31.5699648,3.15699648
96.3,31.5520832,3.15520832
96.4,31.5342016,3.15342016
96.5,31.51632,3.151632
96.6,31.4984384,3.14984384
96.7,31.4805568,3.14805568
96.8,31.4626752,3.14626752
96.9,31.4447936,3.14447936
97,31.426912,3.1426912
97.1,31.3330336,3.13330336
97.2,31.2391552,3.12391552
97.3,31.1452768,3.11452768
97.4,31.0513984,3.10513984
97.5,30.95752,3.095752
97.6,30.8636416,3.08636416
97.7,30.7697632,3.07697632
97.8,30.6758848,3.06758848
97.9,30.5820064,3.05820064
98,30.488128,3.0488128
98.1,30.4121312,3.04121312
98.2,30.3361344,3.03361344
98.3,30.2601376,3.02601376
98.4,30.1841408,3.01841408
98.5,30.108144,3.0108144
98.6,30.0321472,3.00321472
98.7,29.9561504,2.99561504
98.8,29.8801536,2.98801536
98.9,29.8041568,2.98041568
99,29.72816,2.972816
99.1,29.6566336,2.96566336
99.2,29.5851072,2.95851072
99.3,29.5135808,2.95135808
99.4,29.4420544,2.94420544
99.5,29.370528,2.9370528
99.6,29.2990016,2.92990016
99.7,29.2274752,2.92274752
99.8,29.1559488,2.91559488
99.9,29.0844224,2.90844224
100,29.012896,2.9012896
100.1,28.9592512,2.89592512
100.2,28.9056064,2.89056064
100.3,28.8519616,2.88519616
100.4,28.7983168,2.87983168
100.5,28.744672,2.8744672
100.6,28.6910272,2.86910272
100.7,28.6373824,2.86373824
100.8,28.5837376,2.85837376
100.9,28.5300928,2.85300928
101,28.476448,2.8476448
101.1,28.4228032,2.84228032
101.2,28.3691584,2.83691584
101.3,28.3155136,2.83155136
101.4,28.2618688,2.82618688
101.5,28.208224,2.8208224
101.6,28.1545792,2.81545792
101.7,28.1009344,2.81009344
101.8,28.0472896,2.80472896
101.9,27.9936448,2.79936448
102,27.94,2.794
102.1,27.872944,2.7872944
102.2,27.805888,2.7805888
102.3,27.738832,2.7738832
102.4,27.671776,2.7671776
102.5,27.60472,2.760472
102.6,27.537664,2.7537664
102.7,27.470608,2.7470608
102.8,27.403552,2.7403552
102.9,27.336496,2.7336496
103,27.26944,2.726944
103.1,27.1934432,2.71934432
103.2,27.1174464,2.71174464
103.3,27.0414496,2.70414496
103.4,26.9654528,2.69654528
103.5,26.889456,2.6889456
103.6,26.8134592,2.68134592
103.7,26.7374624,2.67374624
103.8,26.6614656,2.66614656
103.9,26.5854688,2.65854688
104,26.509472,2.6509472
104.1,26.4379456,2.64379456
104.2,26.3664192,2.63664192
104.3,26.2948928,2.62948928
104.4,26.2233664,2.62233664
104.5,26.15184,2.615184
104.6,26.0803136,2.60803136
104.7,26.0087872,2.60087872
104.8,25.9372608,2.59372608
104.9,25.8657344,2.58657344
105,25.794208,2.5794208
105.1,25.7182112,2.57182112
105.2,25.6422144,2.56422144
105.3,25.5662176,2.55662176
105.4,25.4902208,2.54902208
105.5,25.414224,2.5414224
105.6,25.3382272,2.53382272
105.7,25.2622304,2.52622304
105.8,25.1862336,2.51862336
105.9,25.1102368,2.51102368
106,25.03424,2.503424
106.1,24.967184,2.4967184
106.2,24.900128,2.4900128
106.3,24.833072,2.4833072
106.4,24.766016,2.4766016
106.5,24.69896,2.469896
106.6,24.631904,2.4631904
106.7,24.564848,2.4564848
106.8,24.497792,2.4497792
106.9,24.430736,2.4430736
107,24.36368,2.436368
107.1,24.2876832,2.42876832
107.2,24.2116864,2.42116864
107.3,24.1356896,2.41356896
107.4,24.0596928,2.40596928
107.5,23.983696,2.3983696
107.6,23.9076992,2.39076992
107.7,23.8317024,2.38317024
107.8,23.7557056,2.37557056
107.9,23.6797088,2.36797088
108,23.603712,2.3603712
108.1,23.5321856,2.35321856
108.2,23.4606592,2.34606592
108.3,23.3891328,2.33891328
108.4,23.3176064,2.33176064
108.5,23.24608,2.324608
108.6,23.1745536,2.31745536
108.7,23.1030272,2.31030272
108.8,23.0315008,2.30315008
108.9,22.9599744,2.29599744
109,22.888448,2.2888448
109.1,22.8124512,2.28124512
109.2,22.7364544,2.27364544
109.3,22.6604576,2.26604576
109.4,22.5844608,2.25844608
109.5,22.508464,2.2508464
109.6,22.4324672,2.24324672
109.7,22.3564704,2.23564704
109.8,22.2804736,2.22804736
109.9,22.2044768,2.22044768
110,22.12848,2.212848
110.1,22.061424,2.2061424
110.2,21.994368,2.1994368
110.3,21.927312,2.1927312
110.4,21.860256,2.1860256
110.5,21.7932,2.17932
110.6,21.726144,2.1726144
110.7,21.659088,2.1659088
110.8,21.592032,2.1592032
