timestep,speed
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.1,0.0
10.2,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.6,0.0
10.7,0.0
10.8,0.0
10.9,0.0
11.0,0.0
11.1,0.0
11.2,0.0
11.3,0.0
11.4,0.0
11.5,0.0
11.6,0.0
11.7,0.0
11.8,0.0
11.9,0.0
12.0,0.0
12.1,0.0
12.2,0.0
12.3,0.0
12.4,0.0
12.5,0.0
12.6,0.0
12.7,0.0
12.8,0.0
12.9,0.0
13.0,0.0
13.1,0.0
13.2,0.0
13.3,0.0
13.4,0.0
13.5,0.0
13.6,0.0
13.7,0.0
13.8,0.0
13.9,0.0
14.0,0.0
14.1,0.0
14.2,0.0
14.3,0.0
14.4,0.0
14.5,0.0
14.6,0.0
14.7,0.0
14.8,0.0
14.9,0.0
15.0,0.0
15.1,0.0
15.2,0.0
15.3,0.0
15.4,0.0
15.5,0.0
15.6,0.0
15.7,0.0
15.8,0.0
15.9,0.0
16.0,0.0
16.1,0.0
16.2,0.0
16.3,0.0
16.4,0.0
16.5,0.0
16.6,0.0
16.7,0.0
16.8,0.0
16.9,0.0
17.0,0.0
17.1,0.0
17.2,0.0
17.3,0.0
17.4,0.0
17.5,0.0
17.6,0.0
17.7,0.0
17.8,0.0
17.9,0.0
18.0,0.0
18.1,0.0
18.2,0.0
18.3,0.0
18.4,0.0
18.5,0.0
18.6,0.0
18.7,0.0
18.8,0.0
18.9,0.0
19.0,0.0
19.1,0.0
19.2,0.0
19.3,0.0
19.4,0.0
19.5,0.0
19.6,0.0
19.7,0.0
19.8,0.0
19.9,0.0
20.0,0.0
20.1,0.0
20.2,0.0
20.3,0.0
20.4,0.0
20.5,0.0
20.6,0.0
20.7,0.0
20.8,0.0
20.9,0.0
21.0,0.0
21.1,0.0
21.2,0.0
21.3,0.0
21.4,0.0
21.5,0.0
21.6,0.0
21.7,0.0
21.8,0.0
21.9,0.0
22.0,0.0
22.1,0.0
22.2,0.0
22.3,0.0
22.4,0.0
22.5,0.0
22.6,0.0
22.7,0.0
22.8,0.0
22.9,0.0
23.0,0.0
23.1,0.0
23.2,0.0
23.3,0.0
23.4,0.0
23.5,0.0
23.6,0.0
23.7,0.0
23.8,0.0
23.9,0.0
24.0,0.0
24.1,0.0
24.2,0.0
24.3,0.0
24.4,0.0
24.5,0.0
24.6,0.0
24.7,0.0
24.8,0.0
24.9,0.0
25.0,0.0
25.1,0.0
25.2,0.0
25.3,0.0
25.4,0.0
25.5,0.0
25.6,0.0
25.7,0.0
25.8,0.0
25.9,0.0
26.0,0.0
26.1,0.0
26.2,0.0
26.3,0.0
26.4,0.0
26.5,0.0
26.6,0.0
26.7,0.0
26.8,0.0
26.9,0.0
27.0,0.0
27.1,0.0
27.2,0.0
27.3,0.0
27.4,0.0
27.5,0.0
27.6,0.0
27.7,0.0
27.8,0.0
27.9,0.0
28.0,0.0
28.1,0.0
28.2,0.0
28.3,0.0
28.4,0.0
28.5,0.0
28.6,0.0
28.7,0.0
28.8,0.0
28.9,0.0
29.0,0.0
29.1,0.0
29.2,0.0
29.3,0.0
29.4,0.0
29.5,0.0
29.6,0.0
29.7,0.0
29.8,0.0
29.9,0.0
30.0,0.0
30.1,0.0
30.2,0.0
30.3,0.0
30.4,0.0
30.5,0.0
30.6,0.0
30.7,0.0
30.8,0.0
30.9,0.0
31.0,0.0
31.1,0.0
31.2,0.0
31.3,0.0
31.4,0.0
31.5,0.0
31.6,0.0
31.7,0.0
31.8,0.0
31.9,0.0
32.0,0.0
32.1,0.0894080000000001
32.2,0.178816
32.3,0.268224
32.4,0.357632
32.5,0.44704
32.6,0.536448
32.7,0.625856
32.8,0.715264
32.9,0.804672
33.0,0.89408
33.1,1.0237216
33.2,1.1533632
33.3,1.2830048
33.4,1.4126464
33.5,1.542288
33.6,1.6719296
33.7,1.8015712
33.8,1.9312128
33.9,2.0608544
34.0,2.190496
34.1,2.3335488
34.2,2.4766016
34.3,2.6196544
34.4,2.7627072
34.5,2.90576
34.6,3.0488128
34.7,3.1918656
34.8,3.3349184
34.9,3.4779712
35.0,3.621024
35.1,3.7640768
35.2,3.9071296
35.3,4.0501824
35.4,4.1932352
35.5,4.336288
35.6,4.4793408
35.7,4.6223936
35.8,4.7654464
35.9,4.9084992
36.0,5.051552
36.1,5.1946048
36.2,5.3376576
36.3,5.4807104
36.4,5.6237632
36.5,5.766816
36.6,5.9098688
36.7,6.0529216
36.8,6.1959744
36.9,6.3390272
37.0,6.48208
37.1,6.6072512
37.2,6.7324224
37.3,6.8575936
37.4,6.9827648
37.5,7.107936
37.6,7.2331072
37.7,7.3582784
37.8,7.4834496
37.9,7.6086208
38.0,7.733792
38.1,7.8366112
38.2,7.9394304
38.3,8.0422496
38.4,8.1450688
38.5,8.247888
38.6,8.3507072
38.7,8.4535264
38.8,8.5563456
38.9,8.6591648
39.0,8.761984
39.1,8.8603328
39.2,8.9586816
39.3,9.0570304
39.4,9.1553792
39.5,9.253728
39.6,9.3520768
39.7,9.4504256
39.8,9.5487744
39.9,9.6471232
40.0,9.745472
40.1,9.8438208
40.2,9.9421696
40.3,10.0405184
40.4,10.1388672
40.5,10.237216
40.6,10.3355648
40.7,10.4339136
40.8,10.5322624
40.9,10.6306112
41.0,10.72896
41.1,10.8094272
41.2,10.8898944
41.3,10.9703616
41.4,11.0508288
41.5,11.131296
41.6,11.2117632
41.7,11.2922304
41.8,11.3726976
41.9,11.4531648
42.0,11.533632
42.1,11.5917472
42.2,11.6498624
42.3,11.7079776
42.4,11.7660928
42.5,11.824208
42.6,11.8823232
42.7,11.9404384
42.8,11.9985536
42.9,12.0566688
43.0,12.114784
43.1,12.1550176
43.2,12.1952512
43.3,12.2354848
43.4,12.2757184
43.5,12.315952
43.6,12.3561856
43.7,12.3964192
43.8,12.4366528
43.9,12.4768864
44.0,12.51712
44.1,12.561824
44.2,12.606528
44.3,12.651232
44.4,12.695936
44.5,12.74064
44.6,12.785344
44.7,12.830048
44.8,12.874752
44.9,12.919456
45.0,12.96416
