timestep,speed,acceleration,target_speed
14.644547462463379,0.0037004745099693537,-0.0048185596242547035,0.0168133725264534
14.693479537963867,0.0028633633628487587,-0.009355967864394188,0.00880753345793064
14.744652032852173,0.0007820451864972711,-0.02242334745824337,0.00874786746696092
14.795145750045776,-0.0005507474998012185,-0.023734787479043007,0.00948458953008622
14.843596458435059,-0.0009554947610013187,-0.01734909787774086,0.0107671560487209
14.894774675369263,-0.0008478477830067277,-0.009563389234244823,0.0117937822381297
14.944147109985352,-0.000554148864466697,-0.0034606310073286295,0.00838274844294859
14.994558572769165,0.0014335174346342683,0.014020200818777084,0.00782090441691219
15.043354988098145,0.0028909987304359674,0.01966332457959652,0.00857176001659916
15.094064950942993,0.00347666023299098,0.01630757562816143,0.0104416042798922
15.14429521560669,0.0035208805929869413,0.010112886317074299,0.0111749405418236
15.189653635025024,0.0033222956117242575,0.0045248717069625854,0.00656070390495635
15.243080377578735,0.0030787133146077394,0.0008289277320727706,0.00690933610305375
15.29075026512146,0.0028872753027826548,-0.0009826612658798695,0.00766460720356269
15.338378667831421,0.004125543404370546,0.01004053931683302,0.00857940900571936
15.390715599060059,0.005685389041900635,0.016792193055152893,0.00781845171156287
15.438058853149414,0.006111495662480593,0.014661970548331738,0.0081552126196985
15.494563579559326,0.0061862231232225895,0.0084246676415205,0.00823268638701591
15.541370391845703,0.006012312136590481,0.003703996306285262,0.00600801826995944
15.592695713043213,0.005804875865578651,0.0006163933430798352,0.0070188507028557
15.639603853225708,0.005643881391733885,-0.000874755613040179,0.00717052975232941
15.695239067077637,0.0055496953427791595,-0.001251960638910532,0.00720515709154557
15.747902154922485,0.005511422175914049,-0.0010459036566317081,0.00449462868441712
15.795896530151367,0.005508082453161478,-0.000652492861263454,0.00416730747993797
15.845399141311646,0.005520550534129143,-0.0002946135646197945,0.00489749677133567
15.896530389785767,0.00553608313202858,-5.649967351928353e-05,0.00604709510180211
15.946642398834229,0.005548373330384493,6.111868424341083e-05,0.00570743451364968
15.99102783203125,0.005555691663175821,9.317664807895198e-05,0.00418119487494008
16.037683963775635,0.005558413919061422,8.42752997414209e-05,0.0041548497628093
16.087398290634155,0.005559192504733801,5.651072206092067e-05,0.00699489239919393
16.139058828353882,0.005558459088206291,2.819368637574371e-05,0.00658198817115354
16.19338846206665,0.007257960271090269,0.013882678002119064,0.00523420448377312
16.23755383491516,0.008334433659911156,0.01803031750023365,0.00349327017917123
16.28826403617859,0.008946415968239307,0.015532509423792362,0.00445789538027574
16.338751316070557,0.009026908315718174,0.009928769432008266,0.00835623435458272
16.388506650924683,0.0088582094758749,0.004645499866455793,0.0122527123589819
16.437304258346558,0.008633061312139034,0.0010436519514769316,0.00377996890252823
16.491156578063965,0.008421622216701508,-0.0009840467246249318,0.00361196130779149
16.54355239868164,0.008323748596012592,-0.0013459373731166124,0.00658600173666555
16.593355655670166,0.00828499998897314,-0.001105890260078013,0.0113515677028198
16.643489360809326,0.008282686583697796,-0.0006805026205256581,0.0171472307498355
16.687448978424072,0.008293209597468376,-0.00036743146483786404,0.00485812664384974
16.743041276931763,0.008313159458339214,-5.1673145208042115e-05,0.00580688544298469
16.792919158935547,0.008326125331223011,6.923219189047813e-05,0.00526106729060897
16.83757710456848,0.008332624100148678,9.913461690302938e-05,0.00876473381497735
16.887551069259644,0.008336511440575123,8.943822467699647e-05,0.0111203071829139
16.93745470046997,0.008337232284247875,5.9160749515285715e-05,0.00614408062997409
16.988537311553955,0.00833639781922102,2.900171784858685e-05,0.00684625659404623
17.038323402404785,0.008335147053003311,7.714541425229982e-06,0.00708783714319937
17.08771061897278,0.008334086276590824,-3.5795219446299598e-06,0.00702959127761625
17.13764786720276,0.008333415724337101,-7.327440471271984e-06,0.00702097325179561
17.187420129776,0.008333106525242329,-6.7753430812445e-06,0.00954025158760152
17.237311363220215,0.00833304226398468,-4.5591486923513e-06,0.00828457021531505
17.28869891166687,0.009668002836406231,0.011481259018182755,0.00856562629195672
17.33728265762329,0.01111133024096489,0.018032662570476532,0.00897814445943474
17.38871693611145,0.011724035255610943,0.015539498999714851,0.00892469686067123
17.438256978988647,0.010469977743923664,-0.0015478568384423852,0.00781138987819343
17.48822021484375,0.008858137764036655,-0.01338295079767704,0.00754525348312804
17.537591695785522,0.008020319044589996,-0.014493045397102833,0.00843846580925158
17.587550163269043,0.009091081097722054,0.0007584449485875666,0.00949165029943414
17.645200729370117,0.01080197375267744,0.012908031232655048,0.0102845308643935
17.693764448165894,0.01146626751869917,0.012867563404142857,0.0104015166624371
17.743823766708374,0.011644410900771618,0.009086597710847855,0.0110117543157297
17.793672800064087,0.011564051732420921,0.004823529627174139,0.0121128337832862
17.843774557113647,0.011397449299693108,0.0016027380479499698,0.0146315658155086
17.894660711288452,0.011242963373661041,-0.00023346405941992998,0.0158607447236353
17.943872213363647,0.01113880891352892,-0.0009447415359318256,0.0117746252541906
17.993693113327026,0.011086488142609596,-0.0009703783434815705,0.0129448932772482
18.04382586479187,0.011071477085351944,-0.0006974252173677087,0.0149632960590141
18.09370231628418,0.011076698079705238,-0.00037754388176836073,0.0166542165746558
18.137313842773438,0.012421305291354656,0.011311239562928677,0.0185049683070643
18.19368815422058,0.014059075154364109,0.018044359982013702,0.0150483583008421
18.243932723999023,0.014548143371939659,0.014591094106435776,0.015547996549684
18.29388403892517,0.014562945812940598,0.008857077918946743,0.0161540210132321
18.343766927719116,0.014372067525982857,0.0038319695740938187,0.0179175794788685
18.388893842697144,0.014191587455570698,0.0010799382580444217,0.0204236680295369
18.443690299987793,0.013979003764688969,-0.0009729075827635825,0.0193811314841001
18.494847059249878,0.013880176469683647,-0.0013466397067531943,0.0223188518716849
18.543983459472656,0.015541653148829937,0.012766232714056969,0.0252456222596504
